microsecondsSinceGpsEpoch, temp (C)
9.434017437723681E14, 19.24812812077411
9.434017447723681E14, 19.24620330796203
9.434017457723681E14, 19.244278687631233
9.434017467723681E14, 19.24235425976247
9.434017477723681E14, 19.240430024336497
9.434017487723681E14, 19.238505981334065
9.434017497723681E14, 19.236582130735933
9.434017507723681E14, 19.23465847252286
9.434017517723681E14, 19.232735006675608
9.434017527723681E14, 19.23081173317494
9.434017537723681E14, 19.228888652001622
9.434017547723681E14, 19.226965763136423
9.434017557723681E14, 19.225043066560108
9.434017567723681E14, 19.223120562253452
9.434017577723681E14, 19.221198250197226
9.434017587723681E14, 19.219276130372204
9.434017597723681E14, 19.217354202759168
9.434017607723681E14, 19.215432467338893
9.434017617723681E14, 19.21351092409216
9.434017627723681E14, 19.21158957299975
9.434017637723681E14, 19.20966841404245
9.434017647723681E14, 19.207747447201047
9.434017657723681E14, 19.205826672456325
9.434017667723681E14, 19.20390608978908
9.434017677723681E14, 19.2019856991801
9.434017687723681E14, 19.20006550061018
9.434017697723681E14, 19.198145494060117
9.434017707723681E14, 19.19622567951071
9.434017717723681E14, 19.19430605694276
9.434017727723681E14, 19.192386626337065
9.434017737723681E14, 19.19046738767443
9.434017747723681E14, 19.188548340935665
9.434017757723681E14, 19.18662948610157
9.434017767723681E14, 19.184710823152958
9.434017777723681E14, 19.187526112329806
9.434017787723681E14, 19.190338586217475
9.434017797723681E14, 19.193148247631257
9.434017807723681E14, 19.195955099383625
9.434017817723681E14, 19.198759144284242
9.434017827723681E14, 19.20156038513996
9.434017837723681E14, 19.20435882475482
9.434017847723681E14, 19.207154465930063
9.434017857723681E14, 19.209947311464134
9.434017867723681E14, 19.21273736415267
9.434017877723681E14, 19.21552462678852
9.434017887723681E14, 19.21830910216173
9.434017897723681E14, 19.221090793059567
9.434017907723681E14, 19.22386970226651
9.434017917723681E14, 19.22664583256424
9.434017927723681E14, 19.229419186731675
9.434017937723681E14, 19.232189767544945
9.434017947723681E14, 19.2349575777774
9.434017957723681E14, 19.237722620199623
9.434017967723681E14, 19.240484897579424
9.434017977723681E14, 19.243244412681847
9.434017987723681E14, 19.246001168269164
9.434017997723681E14, 19.248755167100896
9.434018007723681E14, 19.251506411933796
9.434018017723681E14, 19.25425490552186
9.434018027723681E14, 19.25700065061634
9.434018037723681E14, 19.259743649965724
9.434018047723681E14, 19.262483906315758
9.434018057723681E14, 19.265221422409443
9.434018067723681E14, 19.267956200987033
9.434018077723681E14, 19.270688244786047
9.434018087723681E14, 19.27341755654126
9.434018097723681E14, 19.27614413898472
9.434018107723681E14, 19.278867994845733
9.434018117723681E14, 19.281589126850886
9.434018127723681E14, 19.284307537724036
9.434018137723681E14, 19.28702323018631
9.434018147723681E14, 19.289736206956125
9.434018157723681E14, 19.29244647074917
9.434018167723681E14, 19.29515402427842
9.434018177723681E14, 19.297858870254142
9.434018187723681E14, 19.300561011383888
9.434018197723681E14, 19.303260450372505
9.434018207723681E14, 19.305957189922132
9.434018217723681E14, 19.30865123273221
9.434018227723681E14, 19.311342581499478
9.434018237723681E14, 19.314031238917977
9.434018247723681E14, 19.31671720767906
9.434018257723681E14, 19.31940049047138
9.434018267723681E14, 19.32208108998091
9.434018277723681E14, 19.32475900889093
9.434018287723681E14, 19.32743424988204
9.434018297723681E14, 19.330106815632156
9.434018307723681E14, 19.332776708816525
9.434018317723681E14, 19.335443932107708
9.434018327723681E14, 19.3381084881756
9.434018337723681E14, 19.340770379687424
9.434018347723681E14, 19.343429609307737
9.434018357723681E14, 19.34608617969843
9.434018367723681E14, 19.348740093518728
9.434018377723681E14, 19.35139135342521
9.434018387723681E14, 19.354039962071784
9.434018397723681E14, 19.356685922109712
9.434018407723681E14, 19.3593292361876
9.434018417723681E14, 19.361969906951416
9.434018427723681E14, 19.364607937044465
9.434018437723681E14, 19.36724332910742
9.434018447723681E14, 19.369876085778312
9.434018457723681E14, 19.372506209692535
9.434018467723681E14, 19.37513370348284
9.434018477723681E14, 19.37775856977936
9.434018487723681E14, 19.38038081120958
9.434018497723681E14, 19.383000430398372
9.434018507723681E14, 19.385617429967972
9.434018517723681E14, 19.388231812538006
9.434018527723681E14, 19.390843580725466
9.434018537723681E14, 19.39345273714474
9.434018547723681E14, 19.396059284407595
9.434018557723681E14, 19.398663225123187
9.434018567723681E14, 19.401264561898063
9.434018577723681E14, 19.403863297336166
9.434018587723681E14, 19.40645943403883
9.434018597723681E14, 19.40905297460479
9.434018607723681E14, 19.411643921630187
9.434018617723681E14, 19.414232277708557
9.434018627723681E14, 19.416818045430848
9.434018637723681E14, 19.419401227385418
9.434018647723681E14, 19.42198182615803
9.434018657723681E14, 19.424559844331874
9.434018667723681E14, 19.42713528448754
9.434018677723681E14, 19.429708149203055
9.434018687723681E14, 19.432278441053853
9.434018697723681E14, 19.4348461626128
9.434018707723681E14, 19.437411316450188
9.434018717723681E14, 19.439973905133737
9.434018727723681E14, 19.442533931228603
9.434018737723681E14, 19.445091397297375
9.434018747723681E14, 19.44764630590008
9.434018757723681E14, 19.45019865959418
9.434018767723681E14, 19.452748460934586
9.434018777723681E14, 19.455295712473653
9.434018787723681E14, 19.45784041676118
9.434018797723681E14, 19.46038257634442
9.434018807723681E14, 19.462922193768073
9.434018817723681E14, 19.465459271574304
9.434018827723681E14, 19.46799381230273
9.434018837723681E14, 19.470525818490426
9.434018847723681E14, 19.473055292671937
9.434018857723681E14, 19.475582237379264
9.434018867723681E14, 19.478106655141886
9.434018877723681E14, 19.480628548486745
9.434018887723681E14, 19.483147919938258
9.434018897723681E14, 19.48566477201832
9.434018907723681E14, 19.488179107246303
9.434018917723681E14, 19.490690928139056
9.434018927723681E14, 19.493200237210917
9.434018937723681E14, 19.495707036973705
9.434018947723681E14, 19.49821132993673
9.434018957723681E14, 19.500713118606793
9.434018967723681E14, 19.503212405488185
9.434018977723681E14, 19.505709193082698
9.434018987723681E14, 19.508203483889616
9.434018997723681E14, 19.510695280405727
9.434019007723681E14, 19.513184585125323
9.434019017723681E14, 19.5156714005402
9.434019027723681E14, 19.51815572913966
9.434019037723681E14, 19.52063757341052
9.434019047723681E14, 19.523116935837113
9.434019057723681E14, 19.525593818901275
9.434019067723681E14, 19.52806822508237
9.434019077723681E14, 19.53054015685729
9.434019087723681E14, 19.53300961670043
9.434019097723681E14, 19.53547660708373
9.434019107723681E14, 19.537941130476646
9.434019117723681E14, 19.54040318934617
9.434019127723681E14, 19.54286278615682
9.434019137723681E14, 19.545319923370663
9.434019147723681E14, 19.54777460344729
9.434019157723681E14, 19.550226828843844
9.434019167723681E14, 19.552676602015
9.434019177723681E14, 19.555123925412985
9.434019187723681E14, 19.557568801487573
9.434019197723681E14, 19.560011232686087
9.434019207723681E14, 19.5624512214534
9.434019217723681E14, 19.564888770231946
9.434019227723681E14, 19.567323881461714
9.434019237723681E14, 19.569756557580252
9.434019247723681E14, 19.57218680102267
9.434019257723681E14, 19.574614614221648
9.434019267723681E14, 19.577039999607425
9.434019277723681E14, 19.579462959607817
9.434019287723681E14, 19.58188349664821
9.434019297723681E14, 19.584301613151563
9.434019307723681E14, 19.58671731153841
9.434019317723681E14, 19.589130594226873
9.434019327723681E14, 19.591541463632645
9.434019337723681E14, 19.593949922169013
9.434019347723681E14, 19.596355972246844
9.434019357723681E14, 19.5987596162746
9.434019367723681E14, 19.601160856658325
9.434019377723681E14, 19.603559695801668
9.434019387723681E14, 19.605956136105867
9.434019397723681E14, 19.60835017996976
9.434019407723681E14, 19.61074182978979
9.434019417723681E14, 19.613131087960003
9.434019427723681E14, 19.615517956872043
9.434019437723681E14, 19.61790243891517
9.434019447723681E14, 19.620284536476255
9.434019457723681E14, 19.622664251939778
9.434019467723681E14, 19.62504158768784
9.434019477723681E14, 19.62741654610015
9.434019487723681E14, 19.62978912955405
9.434019497723681E14, 19.632159340424497
9.434019507723681E14, 19.634527181084074
9.434019517723681E14, 19.63689265390299
9.434019527723681E14, 19.639255761249085
9.434019537723681E14, 19.641616505487836
9.434019547723681E14, 19.64397488898235
9.434019557723681E14, 19.646330914093365
9.434019567723681E14, 19.64868458317927
9.434019577723681E14, 19.651035898596092
9.434019587723681E14, 19.653384862697497
9.434019597723681E14, 19.6557314778348
9.434019607723681E14, 19.658075746356964
9.434019617723681E14, 19.660417670610606
9.434019627723681E14, 19.662757252939997
9.434019637723681E14, 19.665094495687057
9.434019647723681E14, 19.66742940119137
9.434019657723681E14, 19.66976197179018
9.434019667723681E14, 19.67209220981839
9.434019677723681E14, 19.674420117608573
9.434019687723681E14, 19.676745697490965
9.434019697723681E14, 19.679068951793475
9.434019707723681E14, 19.681389882841682
9.434019717723681E14, 19.68370849295884
9.434019727723681E14, 19.686024784465882
9.434019737723681E14, 19.688338759681418
9.434019747723681E14, 19.690650420921738
9.434019757723681E14, 19.692959770500817
9.434019767723681E14, 19.695266810730317
9.434019777723681E14, 19.697571543919587
9.434019787723681E14, 19.699873972375666
9.434019797723681E14, 19.70217409840329
9.434019807723681E14, 19.704471924304887
9.434019817723681E14, 19.706767452380582
9.434019827723681E14, 19.7090606849282
9.434019837723681E14, 19.71135162424327
9.434019847723681E14, 19.713640272619028
9.434019857723681E14, 19.71592663234641
9.434019867723681E14, 19.718210705714064
9.434019877723681E14, 19.72049249500835
9.434019887723681E14, 19.72277200251334
9.434019897723681E14, 19.725049230510827
9.434019907723681E14, 19.727324181280316
9.434019917723681E14, 19.729596857099036
9.434019927723681E14, 19.731867260241938
9.434019937723681E14, 19.734135392981695
9.434019947723681E14, 19.736401257588714
9.434019957723681E14, 19.738664856331123
9.434019967723681E14, 19.74092619147479
9.434019977723681E14, 19.743185265283316
9.434019987723681E14, 19.745442080018034
9.434019997723681E14, 19.747696637938017
9.434020007723681E14, 19.74994894130008
9.434020017723681E14, 19.752198992358778
9.434020027723681E14, 19.75444679336642
9.434020037723681E14, 19.756692346573054
9.434020047723681E14, 19.75893565422648
9.434020057723681E14, 19.761176718572255
9.434020067723681E14, 19.763415541853682
9.434020077723681E14, 19.765652126311828
9.434020087723681E14, 19.767886474185516
9.434020097723681E14, 19.77011858771133
9.434020107723681E14, 19.772348469123617
9.434020117723681E14, 19.774576120654494
9.434020127723681E14, 19.77680154453384
9.434020137723681E14, 19.779024742989307
9.434020147723681E14, 19.781245718246318
9.434020157723681E14, 19.78346447252807
9.434020167723681E14, 19.785681008055544
9.434020177723681E14, 19.78789532704749
9.434020187723681E14, 19.790107431720443
9.434020197723681E14, 19.792317324288724
9.434020207723681E14, 19.794525006964435
9.434020217723681E14, 19.79673048195747
9.434020227723681E14, 19.798933751475513
9.434020237723681E14, 19.801134817724037
9.434020247723681E14, 19.803333682906313
9.434020257723681E14, 19.805530349223407
9.434020267723681E14, 19.807724818874185
9.434020277723681E14, 19.80991709405531
9.434020287723681E14, 19.812107176961256
9.434020297723681E14, 19.814295069784293
9.434020307723681E14, 19.81648077471451
9.434020317723681E14, 19.818664293939797
9.434020327723681E14, 19.820845629645856
9.434020337723681E14, 19.82302478401621
9.434020347723681E14, 19.825201759232193
9.434020357723681E14, 19.82737655747296
9.434020367723681E14, 19.829549180915485
9.434020377723681E14, 19.83171963173457
9.434020387723681E14, 19.833887912102835
9.434020397723681E14, 19.836054024190734
9.434020407723681E14, 19.838217970166543
9.434020417723681E14, 19.840379752196377
9.434020427723681E14, 19.84253937244418
9.434020437723681E14, 19.844696833071733
9.434020447723681E14, 19.846852136238663
9.434020457723681E14, 19.849005284102425
9.434020467723681E14, 19.851156278818323
9.434020477723681E14, 19.853305122539503
9.434020487723681E14, 19.855451817416963
9.434020497723681E14, 19.857596365599544
9.434020507723681E14, 19.859738769233946
9.434020517723681E14, 19.861879030464713
9.434020527723681E14, 19.86401715143425
9.434020537723681E14, 19.866153134282815
9.434020547723681E14, 19.868286981148533
9.434020557723681E14, 19.870418694167384
9.434020567723681E14, 19.872548275473218
9.434020577723681E14, 19.874675727197744
9.434020587723681E14, 19.876801051470547
9.434020597723681E14, 19.878924250419075
9.434020607723681E14, 19.881045326168657
9.434020617723681E14, 19.88316428084249
9.434020627723681E14, 19.885281116561647
9.434020637723681E14, 19.887395835445083
9.434020647723681E14, 19.88950843960964
9.434020657723681E14, 19.89161893117003
9.434020667723681E14, 19.89372731223886
9.434020677723681E14, 19.89583358492662
9.434020687723681E14, 19.897937751341694
9.434020697723681E14, 19.90003981359035
9.434020707723681E14, 19.90213977377676
9.434020717723681E14, 19.904237634002982
9.434020727723681E14, 19.90633339636898
9.434020737723681E14, 19.90842706297261
9.434020747723681E14, 19.910518635909636
9.434020757723681E14, 19.912608117273727
9.434020767723681E14, 19.914695509156452
9.434020777723681E14, 19.916780813647296
9.434020787723681E14, 19.91886403283365
9.434020797723681E14, 19.920945168800817
9.434020807723681E14, 19.923024223632016
9.434020817723681E14, 19.925101199408385
9.434020827723681E14, 19.927176098208975
9.434020837723681E14, 19.929248922110766
9.434020847723681E14, 19.931319673188653
9.434020857723681E14, 19.933388353515465
9.434020867723681E14, 19.93545496516195
9.434020877723681E14, 19.937519510196786
9.434020887723681E14, 19.93958199068659
9.434020897723681E14, 19.941642408695905
9.434020907723681E14, 19.94370076628721
9.434020917723681E14, 19.945757065520922
9.434020927723681E14, 19.947811308455403
9.434020937723681E14, 19.949863497146946
9.434020947723681E14, 19.9519136336498
9.434020957723681E14, 19.95396172001615
9.434020967723681E14, 19.956007758296135
9.434020977723681E14, 19.958051750537837
9.434020987723681E14, 19.9600936987873
9.434020997723681E14, 19.962133605088514
9.434021007723681E14, 19.964171471483425
9.434021017723681E14, 19.96620730001194
9.434021027723681E14, 19.968241092711928
9.434021037723681E14, 19.970272851619217
9.434021047723681E14, 19.972302578767597
9.434021057723681E14, 19.97433027618883
9.434021067723681E14, 19.97635594591264
9.434021077723681E14, 19.97837958996673
9.434021087723681E14, 19.980401210376762
9.434021097723681E14, 19.982420809166385
9.434021107723681E14, 19.98443838835722
9.434021117723681E14, 19.986453949968862
9.434021127723681E14, 19.98846749601889
9.434021137723681E14, 19.990479028522874
9.434021147723681E14, 19.99248854949435
9.434021157723681E14, 19.994496060944854
9.434021167723681E14, 19.99650156488391
9.434021177723681E14, 19.998505063319026
9.434021187723681E14, 20.000506558255708
9.434021197723681E14, 20.002506051697452
9.434021207723681E14, 20.004503545645754
9.434021217723681E14, 20.00649904210011
9.434021227723681E14, 20.00849254305801
9.434021237723681E14, 20.010484050514954
9.434021247723681E14, 20.01247356646444
9.434021257723681E14, 20.014461092897974
9.434021267723681E14, 20.016446631805078
9.434021277723681E14, 20.018430185173273
9.434021287723681E14, 20.0204117549881
9.434021297723681E14, 20.02239134323311
9.434021307723681E14, 20.024368951889876
9.434021317723681E14, 20.026344582937988
9.434021327723681E14, 20.028318238355048
9.434021337723681E14, 20.030289920116694
9.434021347723681E14, 20.032259630196577
9.434021357723681E14, 20.03422737056638
9.434021367723681E14, 20.036193143195813
9.434021377723681E14, 20.038156950052617
9.434021387723681E14, 20.040118793102565
9.434021397723681E14, 20.04207867430946
9.434021407723681E14, 20.044036595635152
9.434021417723681E14, 20.045992559039515
9.434021427723681E14, 20.047946566480476
9.434021437723681E14, 20.049898619913996
9.434021447723681E14, 20.051848721294082
9.434021457723681E14, 20.05379687257279
9.434021467723681E14, 20.055743075700217
9.434021477723681E14, 20.057687332624518
9.434021487723681E14, 20.059629645291892
9.434021497723681E14, 20.061570015646602
9.434021507723681E14, 20.063508445630955
9.434021517723681E14, 20.065444937185323
9.434021527723681E14, 20.067379492248136
9.434021537723681E14, 20.069312112755888
9.434021547723681E14, 20.071242800643134
9.434021557723681E14, 20.07317155784249
9.434021567723681E14, 20.075098386284647
9.434021577723681E14, 20.077023287898363
9.434021587723681E14, 20.078946264610465
9.434021597723681E14, 20.080867318345856
9.434021607723681E14, 20.08278645102751
9.434021617723681E14, 20.08470366457648
9.434021627723681E14, 20.086618960911903
9.434021637723681E14, 20.08853234195099
9.434021647723681E14, 20.09044380960904
9.434021657723681E14, 20.092353365799433
9.434021667723681E14, 20.094261012433634
9.434021677723681E14, 20.0961667514212
9.434021687723681E14, 20.09807058466978
9.434021697723681E14, 20.09997251408511
9.434021707723681E14, 20.101872541571026
9.434021717723681E14, 20.103770669029455
9.434021727723681E14, 20.105666898360425
9.434021737723681E14, 20.107561231462064
9.434021747723681E14, 20.109453670230604
9.434021757723681E14, 20.111344216560372
9.434021767723681E14, 20.11323287234381
9.434021777723681E14, 20.115119639471466
9.434021787723681E14, 20.117004519831994
9.434021797723681E14, 20.118887515312164
9.434021807723681E14, 20.120768627796853
9.434021817723681E14, 20.122647859169057
9.434021827723681E14, 20.124525211309887
9.434021837723681E14, 20.126400686098577
9.434021847723681E14, 20.12827428541248
9.434021857723681E14, 20.130146011127067
9.434021867723681E14, 20.13201586511594
9.434021877723681E14, 20.13388384925082
9.434021887723681E14, 20.135749965401573
9.434021897723681E14, 20.13761421543617
9.434021907723681E14, 20.139476601220732
9.434021917723681E14, 20.14133712461951
9.434021927723681E14, 20.143195787494893
9.434021937723681E14, 20.145052591707397
9.434021947723681E14, 20.14690753911569
9.434021957723681E14, 20.148760631576575
9.434021967723681E14, 20.150611870945
9.434021977723681E14, 20.152461259074055
9.434021987723681E14, 20.15430879781498
9.434021997723681E14, 20.156154489017165
9.434022007723681E14, 20.15799833452815
9.434022017723681E14, 20.15984033619362
9.434022027723681E14, 20.16168049585743
9.434022037723681E14, 20.16351881536157
9.434022047723681E14, 20.16535529654621
9.434022057723681E14, 20.167189941249664
9.434022067723681E14, 20.169022751308415
9.434022077723681E14, 20.170853728557105
9.434022087723681E14, 20.17268287482855
9.434022097723681E14, 20.174510191953722
9.434022107723681E14, 20.176335681761767
9.434022117723681E14, 20.178159346080005
9.434022127723681E14, 20.179981186733926
9.434022137723681E14, 20.181801205547192
9.434022147723681E14, 20.183619404341645
9.434022157723681E14, 20.185435784937305
9.434022167723681E14, 20.187250349152368
9.434022177723681E14, 20.189063098803217
9.434022187723681E14, 20.190874035704415
9.434022197723681E14, 20.19268316166871
9.434022207723681E14, 20.194490478507042
9.434022217723681E14, 20.196295988028535
9.434022227723681E14, 20.198099692040508
9.434022237723681E14, 20.199901592348468
9.434022247723681E14, 20.20170169075612
9.434022257723681E14, 20.203499989065364
9.434022267723681E14, 20.2052964890763
9.434022277723681E14, 20.207091192587225
9.434022287723681E14, 20.208884101394638
9.434022297723681E14, 20.210675217293243
9.434022307723681E14, 20.21246454207595
9.434022317723681E14, 20.214252077533875
9.434022327723681E14, 20.21603782545634
9.434022337723681E14, 20.217821787630882
9.434022347723681E14, 20.219603965843252
9.434022357723681E14, 20.22138436187741
9.434022367723681E14, 20.223162977515532
9.434022377723681E14, 20.224939814538015
9.434022387723681E14, 20.226714874723477
9.434022397723681E14, 20.228488159848755
9.434022407723681E14, 20.230259671688906
9.434022417723681E14, 20.232029412017216
9.434022427723681E14, 20.2337973826052
9.434022437723681E14, 20.235563585222597
9.434022447723681E14, 20.237328021637374
9.434022457723681E14, 20.239090693615736
9.434022467723681E14, 20.24085160292212
9.434022477723681E14, 20.242610751319198
9.434022487723681E14, 20.24436814056788
9.434022497723681E14, 20.24612377242731
9.434022507723681E14, 20.24787764865488
9.434022517723681E14, 20.249629771006227
9.434022527723681E14, 20.25138014123522
9.434022537723681E14, 20.253128761093986
9.434022547723681E14, 20.254875632332894
9.434022557723681E14, 20.25662075670056
9.434022567723681E14, 20.25836413594386
9.434022577723681E14, 20.26010577180792
9.434022587723681E14, 20.26184566603611
9.434022597723681E14, 20.263583820370073
9.434022607723681E14, 20.2653202365497
9.434022617723681E14, 20.267054916313153
9.434022627723681E14, 20.26878786139684
9.434022637723681E14, 20.270519073535446
9.434022647723681E14, 20.27224855446191
9.434022657723681E14, 20.27397630590745
9.434022667723681E14, 20.275702329601543
9.434022677723681E14, 20.277426627271943
9.434022687723681E14, 20.27914920064467
9.434022697723681E14, 20.280870051444026
9.434022707723681E14, 20.28258918139258
9.434022717723681E14, 20.284306592211188
9.434022727723681E14, 20.286022285618976
9.434022737723681E14, 20.287736263333358
9.434022747723681E14, 20.289448527070025
9.434022757723681E14, 20.291159078542954
9.434022767723681E14, 20.29286791946441
9.434022777723681E14, 20.294575051544946
9.434022787723681E14, 20.2962804764934
9.434022797723681E14, 20.29798419601691
9.434022807723681E14, 20.29968621182089
9.434022817723681E14, 20.30138652560907
9.434022827723681E14, 20.303085139083464
9.434022837723681E14, 20.30478205394438
9.434022847723681E14, 20.306477271890433
9.434022857723681E14, 20.308170794618544
9.434022867723681E14, 20.309862623823925
9.434022877723681E14, 20.3115527612001
9.434022887723681E14, 20.3132412084389
9.434022897723681E14, 20.31492796723046
9.434022907723681E14, 20.31661303926323
9.434022917723681E14, 20.318296426223966
9.434022927723681E14, 20.319978129797743
9.434022937723681E14, 20.321658151667947
9.434022947723681E14, 20.32333649351628
9.434022957723681E14, 20.325013157022763
9.434022967723681E14, 20.32668814386574
9.434022977723681E14, 20.328361455721875
9.434022987723681E14, 20.330033094266152
9.434022997723681E14, 20.331703061171886
9.434023007723681E14, 20.333371358110714
9.434023017723681E14, 20.335037986752603
9.434023027723681E14, 20.33670294876585
9.434023037723681E14, 20.338366245817085
9.434023047723681E14, 20.340027879571267
9.434023057723681E14, 20.341687851691695
9.434023067723681E14, 20.343346163840003
9.434023077723681E14, 20.345002817676164
9.434023087723681E14, 20.34665781485849
9.434023097723681E14, 20.34831115704363
9.434023107723681E14, 20.349962845886584
9.434023117723681E14, 20.351612883040698
9.434023127723681E14, 20.353261270157656
9.434023137723681E14, 20.3549080088875
9.434023147723681E14, 20.35655310087861
9.434023157723681E14, 20.35819654777773
9.434023167723681E14, 20.359838351229953
9.434023177723681E14, 20.361478512878723
9.434023187723681E14, 20.363117034365843
9.434023197723681E14, 20.364753917331477
9.434023207723681E14, 20.366389163414144
9.434023217723681E14, 20.36802277425073
9.434023227723681E14, 20.369654751476478
9.434023237723681E14, 20.371285096725
9.434023247723681E14, 20.372913811628276
9.434023257723681E14, 20.374540897816647
9.434023267723681E14, 20.37616635691883
9.434023277723681E14, 20.37779019056191
9.434023287723681E14, 20.379412400371347
9.434023297723681E14, 20.381032987970976
9.434023307723681E14, 20.382651954983004
9.434023317723681E14, 20.38426930302802
9.434023327723681E14, 20.385885033724993
9.434023337723681E14, 20.38749914869127
9.434023347723681E14, 20.389111649542578
9.434023357723681E14, 20.390722537893033
9.434023367723681E14, 20.392331815355142
9.434023377723681E14, 20.393939483539786
9.434023387723681E14, 20.395545544056247
9.434023397723681E14, 20.39714999851219
9.434023407723681E14, 20.398752848513677
9.434023417723681E14, 20.400354095665165
9.434023427723681E14, 20.4019537415695
9.434023437723681E14, 20.40355178782793
9.434023447723681E14, 20.4051482360401
9.434023457723681E14, 20.406743087804063
9.434023467723681E14, 20.408336344716258
9.434023477723681E14, 20.40992800837154
9.434023487723681E14, 20.41151808036317
